INDUSTRY_ID,NAME,ACTION_ID,NAME,QUARTER,YEAR,VALUE_IN_PERCENTAGES
301,"Food and food products",20,"Under-utilisation total",3,2004,18.8
301,"Food and food products",20,"Under-utilisation total",4,2004,16.6
301,"Food and food products",20,"Under-utilisation total",1,2005,17.7
301,"Food and food products",20,"Under-utilisation total",2,2005,16.4
301,"Food and food products",20,"Under-utilisation total",3,2005,16.2
301,"Food and food products",20,"Under-utilisation total",4,2005,12.7
301,"Food and food products",20,"Under-utilisation total",1,2006,17.9
301,"Food and food products",20,"Under-utilisation total",2,2006,16.1
301,"Food and food products",20,"Under-utilisation total",3,2006,16.6
301,"Food and food products",20,"Under-utilisation total",4,2006,14.7
301,"Food and food products",20,"Under-utilisation total",1,2007,17.5
301,"Food and food products",20,"Under-utilisation total",2,2007,15.7
301,"Food and food products",20,"Under-utilisation total",3,2007,18.3
301,"Food and food products",20,"Under-utilisation total",4,2007,16.5
301,"Food and food products",20,"Under-utilisation total",1,2008,19
301,"Food and food products",20,"Under-utilisation total",2,2008,18.8
301,"Food and food products",20,"Under-utilisation total",3,2008,18
301,"Food and food products",20,"Under-utilisation total",4,2008,17.6
301,"Food and food products",20,"Under-utilisation total",1,2009,20.7
301,"Food and food products",20,"Under-utilisation total",2,2009,17.9
301,"Food and food products",20,"Under-utilisation total",3,2009,17.4
301,"Food and food products",20,"Under-utilisation total",4,2009,15.5
301,"Food and food products",20,"Under-utilisation total",1,2010,19.4
301,"Food and food products",20,"Under-utilisation total",2,2010,18.2
301,"Food and food products",20,"Under-utilisation total",3,2010,17.6
301,"Food and food products",20,"Under-utilisation total",4,2010,17.7
301,"Food and food products",20,"Under-utilisation total",1,2011,20.2
301,"Food and food products",20,"Under-utilisation total",2,2011,18.1
301,"Food and food products",20,"Under-utilisation total",3,2011,16.6
301,"Food and food products",20,"Under-utilisation total",4,2011,15.4
301,"Food and food products",20,"Under-utilisation total",1,2012,18.8
301,"Food and food products",20,"Under-utilisation total",2,2012,16
301,"Food and food products",20,"Under-utilisation total",3,2012,17.5
301,"Food and food products",20,"Under-utilisation total",4,2012,15.1
301,"Food and food products",20,"Under-utilisation total",1,2013,22.6
301,"Food and food products",20,"Under-utilisation total",2,2013,16.9
301,"Food and food products",20,"Under-utilisation total",3,2013,14.6
301,"Food and food products",20,"Under-utilisation total",4,2013,16.4
301,"Food and food products",20,"Under-utilisation total",1,2014,19.6
301,"Food and food products",20,"Under-utilisation total",2,2014,20
301,"Food and food products",20,"Under-utilisation total",3,2014,17
301,"Food and food products",20,"Under-utilisation total",4,2014,16.5
301,"Food and food products",20,"Under-utilisation total",1,2015,18.2
301,"Food and food products",20,"Under-utilisation total",2,2015,16.5
301,"Food and food products",20,"Under-utilisation total",3,2015,15.7
301,"Food and food products",20,"Under-utilisation total",4,2015,17.6
301,"Food and food products",20,"Under-utilisation total",1,2016,17.6
301,"Food and food products",20,"Under-utilisation total",2,2016,17.6
301,"Food and food products",20,"Under-utilisation total",3,2016,15.9
301,"Food and food products",20,"Under-utilisation total",4,2016,16.3
301,"Food and food products",20,"Under-utilisation total",1,2017,18.3
301,"Food and food products",20,"Under-utilisation total",2,2017,17.2
301,"Food and food products",20,"Under-utilisation total",3,2017,17
301,"Food and food products",20,"Under-utilisation total",4,2017,16
301,"Food and food products",20,"Under-utilisation total",1,2018,18.7
301,"Food and food products",20,"Under-utilisation total",2,2018,18.8
301,"Food and food products",20,"Under-utilisation total",3,2018,18.7
301,"Food and food products",20,"Under-utilisation total",4,2018,16
301,"Food and food products",20,"Under-utilisation total",1,2019,18.6
301,"Food and food products",20,"Under-utilisation total",2,2019,18.4
301,"Food and food products",20,"Under-utilisation total",3,2019,17.8
301,"Food and food products",20,"Under-utilisation total",4,2019,16.3
301,"Food and food products",20,"Under-utilisation total",1,2020,29.3
301,"Food and food products",20,"Under-utilisation total",2,2020,20.9
301,"Food and food products",20,"Under-utilisation total",3,2020,19.7
301,"Food and food products",20,"Under-utilisation total",4,2020,16.8
301,"Food and food products",20,"Under-utilisation total",1,2021,30
301,"Food and food products",20,"Under-utilisation total",2,2021,17.6
301,"Food and food products",20,"Under-utilisation total",3,2021,17.3
301,"Food and food products",20,"Under-utilisation total",4,2021,18.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2003,3.5
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2004,4.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2004,3.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2004,3.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2004,1.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2005,3.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2005,3.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2005,3.5
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2005,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2006,2.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2006,3.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2006,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2006,3.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2007,3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2007,3.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2007,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2007,2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2008,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2008,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2008,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2008,2.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2009,1.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2009,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2009,2.2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2009,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2010,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2010,2.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2010,2.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2010,2.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2011,2.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2011,2.9
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2011,2.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2011,2.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2012,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2012,2.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2012,3.2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2012,3.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2013,2.5
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2013,2.5
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2013,2.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2013,2.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2014,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2014,2.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2014,2.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2014,2.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2015,1.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2015,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2015,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2015,1.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2016,2.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2016,1.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2016,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2016,1.7
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2017,2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2017,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2017,2.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2017,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2018,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2018,2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2018,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2018,1.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2019,1.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2019,2
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2019,1.8
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2019,2.3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2020,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2020,1.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2020,2.4
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2020,2.1
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",1,2021,1.6
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",2,2021,1.5
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",3,2021,3
301,"Food and food products",21,"Reason for under-utilisation: Raw materials",4,2021,3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2003,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2004,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2004,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2004,1.4
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2004,0.8
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2005,0.8
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2005,0.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2005,0.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2005,0.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2006,0.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2006,0.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2006,0.7
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2006,0.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2007,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2007,0.8
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2007,0.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2007,0.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2008,0.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2008,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2008,0.8
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2008,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2009,1.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2009,1.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2009,2.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2009,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2010,1.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2010,1.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2010,1.4
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2010,1.4
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2011,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2011,1.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2011,1.7
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2011,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2012,1.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2012,1.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2012,1.4
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2012,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2013,1.7
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2013,1.5
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2013,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2013,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2014,1.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2014,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2014,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2014,1.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2015,1.4
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2015,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2015,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2015,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2016,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2016,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2016,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2016,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2017,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2017,1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2017,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2017,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2018,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2018,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2018,1.3
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2018,0.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2019,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2019,1.2
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2019,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2019,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2020,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2020,1.1
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2020,0.6
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2020,0.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",1,2021,0.7
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",2,2021,0.7
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",3,2021,0.9
301,"Food and food products",22,"Reason for under-utilisation: Skilled labour",4,2021,1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2003,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2004,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2004,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2004,0.4
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2004,0.9
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2005,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2005,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2005,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2005,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2006,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2006,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2006,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2006,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2007,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2007,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2007,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2007,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2008,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2008,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2008,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2008,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2009,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2009,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2009,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2009,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2010,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2010,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2010,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2010,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2011,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2011,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2011,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2011,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2012,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2012,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2012,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2012,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2013,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2013,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2013,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2013,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2014,0.4
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2014,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2014,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2014,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2015,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2015,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2015,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2015,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2016,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2016,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2016,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2016,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2017,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2017,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2017,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2017,0.5
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2018,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2018,0.4
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2018,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2018,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2019,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2019,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2019,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2019,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2020,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2020,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2020,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2020,0.2
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",1,2021,0.3
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",2,2021,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",3,2021,0.1
301,"Food and food products",23,"Reason for under-utilisation: Semi- and unskilled labour",4,2021,0.2
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2003,13.2
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2004,11.8
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2004,12
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2004,11.7
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2004,11.5
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2005,11.6
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2005,10.4
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2005,10
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2005,8.7
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2006,9.2
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2006,8.1
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2006,10.5
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2006,6.5
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2007,10.1
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2007,8.9
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2007,7.6
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2007,10.7
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2008,11.4
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2008,12.5
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2008,12.8
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2008,11.4
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2009,11
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",2,2009,10.1
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",3,2009,10.1
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",4,2009,8.6
301,"Food and food products",24,"Reason for under-utilisation: Insufficient demand",1,2010,12.2
